status_account,month_duration,credit_history,purpose,credit_amount,status_savings,years_employment,payment_to_income_ratio,status_and_sex,secondary_obligor,residence_since,collateral,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,credit_mix_score,installment_amount,age_bucket
no checking account,24,critical account/ other credits existing (not at this bank),education,1927,unknown/ no savings account,1 to < 4 years,3,female : divorced/separated/married,none,2,real estate,33,none,own,2,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.060606058769513374,80.29166332118069,25-35
0 to < 200 DM,36,critical account/ other credits existing (not at this bank),car (new),2820,< 100 DM,< 1 year,4,male : divorced/separated,none,4,real estate,27,none,own,2,skilled employee/ official,1,none,yes,0,0.07407407133058995,78.33333115740747,25-35
no checking account,24,existing credits paid back duly till now,retraining,937,< 100 DM,< 1 year,4,male : married/widowed,none,3,real estate,27,none,own,2,unskilled - resident,1,none,yes,1,0.07407407133058995,39.04166503993062,25-35
0 to < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),1056,< 100 DM,>= 7 years,3,male : single,guarantor,3,none,30,bank,own,2,skilled employee/ official,1,none,yes,0,0.06666666444444451,58.66666340740758,25-35
0 to < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),3124,< 100 DM,< 1 year,1,male : single,none,3,none,49,bank,own,2,unskilled - resident,2,none,yes,1,0.040816325697626006,260.33331163889073,45-55
no checking account,9,existing credits paid back duly till now,furniture/equipment,1388,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,2,none,26,none,rent,1,skilled employee/ official,1,none,yes,1,0.03846153698224858,154.22220508642167,25-35
0 to < 200 DM,36,existing credits paid back duly till now,repairs,2384,< 100 DM,< 1 year,4,male : single,none,1,savings agreement/life insurance,33,none,rent,1,unskilled - resident,1,none,yes,0,0.030303029384756687,66.2222203827161,25-35
no checking account,12,existing credits paid back duly till now,car (new),2133,unknown/ no savings account,>= 7 years,4,female : divorced/separated/married,none,4,savings agreement/life insurance,52,none,for free,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.019230768860946754,177.74998518750124,45-55
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,< 100 DM,1 to < 4 years,1,female : divorced/separated/married,none,4,none,20,bank,rent,1,skilled employee/ official,1,none,yes,0,0.04999999750000012,113.27777148456825,<25
< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),2799,< 100 DM,1 to < 4 years,2,male : single,none,2,none,36,none,rent,2,skilled employee/ official,2,none,yes,1,0.05555555401234573,310.9999654444483,35-45
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1289,< 100 DM,1 to < 4 years,4,male : single,guarantor,1,car,21,none,own,1,unskilled - resident,1,none,yes,1,0.04761904535147403,107.41665771527853,<25
< 0 DM,18,existing credits paid back duly till now,domestic appliances,1217,< 100 DM,1 to < 4 years,4,male : married/widowed,none,3,none,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,0,0.021276595291987336,67.61110735493848,45-55
< 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,2246,< 100 DM,>= 7 years,3,male : single,none,3,car,60,none,own,2,skilled employee/ official,1,none,yes,0,0.03333333277777779,187.16665106944575,55-65
< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,385,< 100 DM,4 to < 7 years,4,female : divorced/separated/married,none,3,none,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name",yes,1,0.0689655160523187,32.08333065972245,55-65
0 to < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1 to < 4 years,4,female : divorced/separated/married,none,4,real estate,42,none,rent,2,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.0476190464852608,81.8749965885418,35-45
no checking account,21,existing credits paid back duly till now,business,1572,>= 1000 DM,>= 7 years,4,female : divorced/separated/married,none,4,none,36,bank,own,1,unskilled - resident,1,none,yes,1,0.027777777006172864,74.85713929251718,35-45
0 to < 200 DM,24,existing credits paid back duly till now,car (new),2718,< 100 DM,1 to < 4 years,3,female : divorced/separated/married,none,4,car,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,0,0.04999999750000012,113.2499952812502,<25
< 0 DM,24,all credits at this bank paid back duly,others,1358,unknown/ no savings account,>= 7 years,4,male : single,none,3,real estate,40,stores,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.024999999375000016,56.58333097569454,35-45
0 to < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 to < 500 DM,< 1 year,1,female : divorced/separated/married,none,1,car,32,stores,own,1,unskilled - resident,1,none,yes,0,0.031249999023437534,155.16664080555987,25-35
< 0 DM,24,existing credits paid back duly till now,car (new),1442,< 100 DM,4 to < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,2,skilled employee/ official,1,none,yes,0,0.08695651795841226,60.08333082986121,<25
0 to < 200 DM,24,no credits taken/ all credits paid back duly,business,4241,< 100 DM,1 to < 4 years,1,male : single,none,4,none,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,0,0.08333333101851859,176.7083259704864,35-45
no checking account,18,critical account/ other credits existing (not at this bank),car (new),2775,< 100 DM,4 to < 7 years,2,male : single,none,2,car,31,bank,own,2,skilled employee/ official,1,none,yes,0,0.06451612695109267,154.1666581018523,25-35
no checking account,24,delay in paying off in the past,business,3863,< 100 DM,1 to < 4 years,1,male : single,none,2,savings agreement/life insurance,32,none,for free,1,skilled employee/ official,1,none,yes,1,0.031249999023437534,160.95832662673638,25-35
0 to < 200 DM,7,existing credits paid back duly till now,radio/television,2329,< 100 DM,< 1 year,1,female : divorced/separated/married,guarantor,1,none,45,none,own,1,skilled employee/ official,1,none,yes,1,0.022222221728395074,332.71423818368027,35-45
0 to < 200 DM,9,existing credits paid back duly till now,furniture/equipment,918,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,1,car,30,none,own,1,skilled employee/ official,1,none,yes,0,0.033333332222222255,101.99998866666793,25-35
0 to < 200 DM,24,all credits at this bank paid back duly,education,1837,< 100 DM,4 to < 7 years,4,female : divorced/separated/married,none,4,savings agreement/life insurance,34,bank,for free,1,unskilled - resident,1,none,yes,0,0.02941176384083048,76.54166347743069,25-35
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,2,real estate,28,none,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.035714284438775556,93.02777519367292,25-35
>= 200 DM,10,existing credits paid back duly till now,furniture/equipment,1275,< 100 DM,< 1 year,4,female : divorced/separated/married,none,2,car,23,none,own,1,skilled employee/ official,1,none,yes,1,0.04347825897920613,127.49998725000128,<25
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,500 to < 1000 DM,1 to < 4 years,4,male : single,none,4,none,22,stores,own,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.045454543388429844,117.8333284236113,<25
no checking account,24,critical account/ other credits existing (not at this bank),business,4526,< 100 DM,1 to < 4 years,3,male : single,none,2,none,74,none,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.01351351333089847,188.58332547569475,65+
0 to < 200 DM,36,existing credits paid back duly till now,radio/television,2671,100 to < 500 DM,1 to < 4 years,4,female : divorced/separated/married,co-applicant,4,savings agreement/life insurance,50,none,for free,1,skilled employee/ official,1,none,yes,0,0.01999999960000001,74.19444238348771,45-55
no checking account,18,existing credits paid back duly till now,radio/television,2051,< 100 DM,< 1 year,4,male : single,none,1,none,33,none,own,1,skilled employee/ official,1,none,yes,1,0.030303029384756687,113.94443811419788,25-35
no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/ no savings account,>= 7 years,4,male : single,none,4,savings agreement/life insurance,45,bank,for free,1,skilled employee/ official,2,none,yes,1,0.022222221728395074,86.66666088888928,35-45
< 0 DM,12,existing credits paid back duly till now,domestic appliances,741,100 to < 500 DM,unemployed,4,female : divorced/separated/married,none,3,car,22,none,own,1,skilled employee/ official,1,none,yes,0,0.045454543388429844,61.7499948541671,<25
>= 200 DM,10,existing credits paid back duly till now,car (new),1240,100 to < 500 DM,>= 7 years,1,female : divorced/separated/married,none,4,savings agreement/life insurance,48,none,for free,1,unskilled - resident,2,none,yes,0,0.020833332899305567,123.99998760000125,45-55
< 0 DM,21,existing credits paid back duly till now,radio/television,3357,>= 1000 DM,< 1 year,4,female : divorced/separated/married,none,2,real estate,29,bank,own,1,skilled employee/ official,1,none,yes,1,0.034482757431629055,159.8571352448983,25-35
< 0 DM,24,all credits at this bank paid back duly,car (used),3632,< 100 DM,1 to < 4 years,1,female : divorced/separated/married,guarantor,4,real estate,22,bank,rent,1,skilled employee/ official,1,none,no,1,0.045454543388429844,151.33332702777804,<25
no checking account,18,delay in paying off in the past,furniture/equipment,1808,< 100 DM,4 to < 7 years,4,female : divorced/separated/married,none,1,none,22,none,own,1,skilled employee/ official,1,none,yes,0,0.045454543388429844,100.44443886419783,<25
0 to < 200 DM,48,no credits taken/ all credits paid back duly,business,12204,unknown/ no savings account,1 to < 4 years,2,male : single,none,2,real estate,48,bank,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.020833332899305567,254.2499947031251,45-55
0 to < 200 DM,60,delay in paying off in the past,radio/television,9157,unknown/ no savings account,1 to < 4 years,2,male : single,none,2,savings agreement/life insurance,27,none,for free,1,management/ self-employed/highly qualified employee,1,none,yes,1,0.037037035665294975,152.6166641230556,25-35
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),3676,< 100 DM,1 to < 4 years,1,male : single,none,3,none,37,none,rent,3,skilled employee/ official,2,none,yes,1,0.08108107888970058,612.6665645555726,35-45
0 to < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3441,100 to < 500 DM,1 to < 4 years,2,female : divorced/separated/married,co-applicant,4,real estate,21,none,rent,1,skilled employee/ official,1,none,yes,0,0.04761904535147403,114.69999617666679,<25
no checking account,12,existing credits paid back duly till now,car (new),640,< 100 DM,1 to < 4 years,4,male : divorced/separated,none,2,none,49,none,own,1,unskilled - resident,1,none,yes,1,0.020408162848813003,53.33332888888926,45-55
0 to < 200 DM,21,critical account/ other credits existing (not at this bank),business,3652,< 100 DM,4 to < 7 years,2,male : single,none,3,car,27,none,own,2,skilled employee/ official,1,none,yes,1,0.07407407133058995,173.90475362358316,25-35
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1530,< 100 DM,1 to < 4 years,3,male : single,none,2,car,32,bank,own,2,skilled employee/ official,1,none,yes,0,0.06249999804687507,84.99999527777804,25-35
no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 to < 4 years,4,male : divorced/separated,none,2,none,38,bank,own,1,skilled employee/ official,1,none,yes,0,0.026315788781163457,81.54166496788199,35-45
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1858,< 100 DM,< 1 year,4,female : divorced/separated/married,none,1,real estate,22,none,rent,1,skilled employee/ official,1,none,yes,1,0.045454543388429844,154.83332043055665,<25
< 0 DM,18,existing credits paid back duly till now,radio/television,2600,< 100 DM,1 to < 4 years,4,male : single,none,4,savings agreement/life insurance,65,none,for free,2,skilled employee/ official,1,none,yes,0,0.030769230295857996,144.44443641975352,55-65
no checking account,15,existing credits paid back duly till now,radio/television,1979,unknown/ no savings account,>= 7 years,4,male : single,none,2,real estate,35,none,own,1,skilled employee/ official,1,none,yes,1,0.028571427755102068,131.93332453777836,25-35
>= 200 DM,6,existing credits paid back duly till now,furniture/equipment,2116,< 100 DM,1 to < 4 years,2,male : single,none,2,none,41,none,own,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.024390243307555043,352.6666078888987,35-45
